<class 'DQN.dqn.DQN'>
<DQN.dqn.DQN object at 0x14e170ed0>
<class 'numpy.float64'> 1.940546167119379 0.0
<class 'numpy.float64'> 0.24673950594306576 0.0
<class 'numpy.float64'> -4.3426877901257965 0.0
<class 'numpy.float64'> 2.7902626424949246 0.0
<class 'numpy.float64'> 1.4637401710928952 0.0
<class 'numpy.float64'> 2.409207527732805 0.0
<class 'numpy.float64'> 1.0459800848521184 0.0
<class 'numpy.float64'> 0.4956043106464858 0.0
<class 'numpy.float64'> 1.0184861370334886 0.0
<class 'numpy.float64'> -1.5563006366077048 0.0
<class 'numpy.float64'> -0.4665759772841216 0.0
<class 'numpy.float64'> -1.7127321793555257 0.0
<class 'numpy.float64'> -1.8179528636435964 0.0
<class 'numpy.float64'> -1.27943854629376 0.0
<class 'numpy.float64'> -1.786775449753178 0.0
<class 'numpy.float64'> 4.0336671836976565 0.0
<class 'numpy.float64'> -2.3929745030517027 0.0
<class 'numpy.float64'> -2.0641611668108055 0.0
<class 'numpy.float64'> -2.6447658157972556 0.0
<class 'numpy.float64'> 0.5061905257537489 0.0
<class 'numpy.float64'> -2.4975747549142966 0.0
<class 'numpy.float64'> -3.027367956225986 0.0
<class 'numpy.float64'> -3.2441601628704846 0.0
<class 'numpy.float64'> -2.7996275875971435 0.0
<class 'numpy.float64'> -3.49546171119013 0.0
<class 'numpy.float64'> 2.025238196747961 0.0
<class 'numpy.float64'> 2.8327138611663942 0.0
<class 'numpy.float64'> -3.0043345597539144 0.0
<class 'numpy.float64'> -2.522492009246547 0.0
<class 'numpy.float64'> -2.3144115773746123 0.0
<class 'numpy.float64'> -2.039937251695959 0.0
<class 'numpy.float64'> 2.9934458344036843 0.0
<class 'numpy.float64'> -1.9524084330145388 0.0
<class 'numpy.float64'> -2.1449959777150696 0.0
<class 'numpy.float64'> -2.519713823097361 0.0
<class 'numpy.float64'> -1.7741969317766848 0.0
<class 'numpy.float64'> -1.598329756146511 0.0
<class 'numpy.float64'> -1.70077278893379 0.0
<class 'numpy.float64'> -1.367823013347787 0.0
<class 'numpy.float64'> -1.0188626478467586 0.0
<class 'numpy.float64'> -0.7969205080395898 0.0
<class 'numpy.float64'> -0.8222165191470765 0.0
<class 'numpy.float64'> -0.5954156422838242 0.0
<class 'numpy.float64'> -0.5246607005962005 0.0
<class 'numpy.float64'> -0.4647885031120893 0.0
<class 'numpy.float64'> -0.6993810650133685 0.0
<class 'numpy.float64'> -0.5687393232179545 0.0
<class 'numpy.float64'> -0.508870188420957 0.0
<class 'numpy.float64'> -0.44899612329922434 0.0
<class 'numpy.float64'> 2.3604366611096284 0.0
<class 'numpy.float64'> -0.7568280545177675 0.0
<class 'numpy.float64'> -0.3418999431241321 0.0
<class 'numpy.float64'> 3.504182569090074 0.0
<class 'numpy.float64'> -0.3348924976407659 0.0
<class 'numpy.float64'> 5.140688203148938 0.0
<class 'numpy.float64'> 2.707815597624756 0.0
<class 'numpy.float64'> -0.7764379410829167 0.0
<class 'numpy.float64'> -0.5490484833129006 0.0
<class 'numpy.float64'> -0.508149996179468 0.0
<class 'numpy.float64'> -1.5958469237461645 0.0
<class 'numpy.float64'> 0.8471278059848657 0.0
<class 'numpy.float64'> -1.4945392420121095 0.0
<class 'numpy.float64'> -1.240383151485786 0.0
<class 'numpy.float64'> -1.4055057578113395 0.0
<class 'numpy.float64'> 0.9156731301099341 0.0
<class 'numpy.float64'> -1.689157658008013 0.0
<class 'numpy.float64'> -1.3509279545042705 0.0
<class 'numpy.float64'> 3.2280577458345308 0.0
<class 'numpy.float64'> -1.2035518601682316 0.0
<class 'numpy.float64'> -0.9141250756663613 0.0
<class 'numpy.float64'> -1.1086778386892024 0.0
<class 'numpy.float64'> 3.7831865799086133 0.0
<class 'numpy.float64'> -1.4961481668784689 0.0
<class 'numpy.float64'> 2.53526932066647 0.0
<class 'numpy.float64'> -1.0742104242466712 0.0
<class 'numpy.float64'> -0.8129224959345709 0.0
<class 'numpy.float64'> -0.7912468606804168 0.0
<class 'numpy.float64'> -1.0173031881872692 0.0
<class 'numpy.float64'> 5.530282048471901 0.0
<class 'numpy.float64'> -1.2222338825507382 0.0
<class 'numpy.float64'> -1.4896975703170756 0.0
<class 'numpy.float64'> -0.8723541085932698 0.0
<class 'numpy.float64'> -1.3570107743597635 0.0
<class 'numpy.float64'> 2.3893906284240076 0.0
<class 'numpy.float64'> 1.6188180819529066 0.0
<class 'numpy.float64'> -1.5824736183252515 0.0
<class 'numpy.float64'> 2.691712490452386 0.0
<class 'numpy.float64'> -1.3311411136112952 0.0
<class 'numpy.float64'> 3.5475835191189846 0.0
<class 'numpy.float64'> -1.9034412226350514 0.0
<class 'numpy.float64'> -1.9232163216696836 0.0
<class 'numpy.float64'> -1.6047521459063034 0.0
<class 'numpy.float64'> -1.5473636398911594 0.0
<class 'numpy.float64'> -1.0041768091614063 0.0
<class 'numpy.float64'> 0.5350949023331679 0.0
<class 'numpy.float64'> -0.6840228794064831 0.0
<class 'numpy.float64'> 9.439552232358666 0.0
<class 'numpy.float64'> 6.582722250828312 0.0
<class 'numpy.float64'> -100.0 1.0
Total T: 99 Episode Num: 1 Episode T: 99 Reward: -120.341
<class 'numpy.float64'> -1.9579911409036288 0.0
<class 'numpy.float64'> 0.020651164415199902 0.0
<class 'numpy.float64'> -2.0070509563404344 0.0
<class 'numpy.float64'> -2.31770261996047 0.0
<class 'numpy.float64'> -0.28743558307001993 0.0
<class 'numpy.float64'> -0.4075503126529998 0.0
<class 'numpy.float64'> -0.32422439313252766 0.0
<class 'numpy.float64'> -0.08838141248216289 0.0
<class 'numpy.float64'> -2.3998627552579976 0.0
<class 'numpy.float64'> -1.38504000285522 0.0
<class 'numpy.float64'> -1.4376114355127925 0.0
<class 'numpy.float64'> 0.8385771729060536 0.0
<class 'numpy.float64'> -0.500052340607765 0.0
<class 'numpy.float64'> -0.3419509284489084 0.0
<class 'numpy.float64'> -1.2128252888893485 0.0
<class 'numpy.float64'> -2.3847847976344654 0.0
<class 'numpy.float64'> -2.4588513199693396 0.0
<class 'numpy.float64'> -1.646844648214227 0.0
<class 'numpy.float64'> 2.4211131066921157 0.0
<class 'numpy.float64'> -0.8748691111625522 0.0
<class 'numpy.float64'> -2.5827378473352653 0.0
<class 'numpy.float64'> -0.4372388443185457 0.0
<class 'numpy.float64'> 2.4381937420378224 0.0
<class 'numpy.float64'> 0.5185147057637038 0.0
<class 'numpy.float64'> 1.1202519061601037 0.0
<class 'numpy.float64'> -2.7460531299226134 0.0
<class 'numpy.float64'> -1.1198337793015287 0.0
<class 'numpy.float64'> -2.859258105600047 0.0
<class 'numpy.float64'> -2.9978287751088417 0.0
<class 'numpy.float64'> -3.336964292450743 0.0
<class 'numpy.float64'> -3.1401487940937316 0.0
<class 'numpy.float64'> -1.7628901308977152 0.0
<class 'numpy.float64'> -3.4468346561799295 0.0
<class 'numpy.float64'> -1.5109187225781955 0.0
<class 'numpy.float64'> 1.6858930925700235 0.0
<class 'numpy.float64'> 0.5372549945180196 0.0
<class 'numpy.float64'> -1.361648702613279 0.0
<class 'numpy.float64'> -2.919609138718782 0.0
<class 'numpy.float64'> -2.4365613449644057 0.0
<class 'numpy.float64'> -2.158476495594101 0.0
<class 'numpy.float64'> -2.1425565451400814 0.0
<class 'numpy.float64'> 0.7883673736252319 0.0
<class 'numpy.float64'> -1.4099988855267884 0.0
<class 'numpy.float64'> -2.0307976447324734 0.0
<class 'numpy.float64'> -1.2907198063957697 0.0
<class 'numpy.float64'> -3.0582598935179406 0.0
<class 'numpy.float64'> -2.8682355692032204 0.0
<class 'numpy.float64'> -2.1882295962670355 0.0
<class 'numpy.float64'> -2.163009606700939 0.0
<class 'numpy.float64'> -3.1740593139773225 0.0
<class 'numpy.float64'> -1.3435830830024134 0.0
<class 'numpy.float64'> -2.894078931048169 0.0
<class 'numpy.float64'> -1.416060093241241 0.0
<class 'numpy.float64'> -0.06159107785076684 0.0
<class 'numpy.float64'> -1.0257466030956255 0.0
<class 'numpy.float64'> -1.8392130811661502 0.0
<class 'numpy.float64'> -1.8125465218586214 0.0
<class 'numpy.float64'> -1.4942052533520098 0.0
<class 'numpy.float64'> -0.6079441333878879 0.0
<class 'numpy.float64'> -0.5687697684867874 0.0
<class 'numpy.float64'> -0.4819412210153462 0.0
<class 'numpy.float64'> -1.9909475174554518 0.0
<class 'numpy.float64'> -2.2546091147355285 0.0
<class 'numpy.float64'> -0.8090400172402952 0.0
<class 'numpy.float64'> -0.43608078542248907 0.0
<class 'numpy.float64'> -1.231140609370243 0.0
<class 'numpy.float64'> -2.112850868924197 0.0
<class 'numpy.float64'> -2.391903653868353 0.0
<class 'numpy.float64'> -2.4399431750446454 0.0
<class 'numpy.float64'> -2.7431378900974708 0.0
<class 'numpy.float64'> -1.1901506140520997 0.0
<class 'numpy.float64'> -1.918265727942014 0.0
<class 'numpy.float64'> -1.9774406806076286 0.0
<class 'numpy.float64'> -0.8959865650515326 0.0
<class 'numpy.float64'> -3.34801483443661 0.0
<class 'numpy.float64'> -3.4777207596061315 0.0
<class 'numpy.float64'> -3.4600848693696364 0.0
<class 'numpy.float64'> -3.7783261522764335 0.0
<class 'numpy.float64'> -4.158201725819395 0.0
<class 'numpy.float64'> -4.731861732170528 0.0
<class 'numpy.float64'> -5.213257299368865 0.0
<class 'numpy.float64'> 4.348375132261226 0.0
<class 'numpy.float64'> -5.509213439720354 0.0
<class 'numpy.float64'> -100.0 1.0
Total T: 183 Episode Num: 2 Episode T: 84 Reward: -232.073
<class 'numpy.float64'> -2.439992581566655 0.0
<class 'numpy.float64'> -1.7636171138858572 0.0
<class 'numpy.float64'> -1.1994093414381826 0.0
<class 'numpy.float64'> -1.7460925201936845 0.0
<class 'numpy.float64'> -1.7682523504892345 0.0
<class 'numpy.float64'> -2.4130842258257403 0.0
<class 'numpy.float64'> 0.6413764637062342 0.0
<class 'numpy.float64'> -2.6381665498164453 0.0
<class 'numpy.float64'> -1.0889203861500778 0.0
<class 'numpy.float64'> -1.2445777562215585 0.0
<class 'numpy.float64'> -1.617698996625677 0.0
<class 'numpy.float64'> -0.9158341469531581 0.0
<class 'numpy.float64'> 4.54333578391275 0.0
<class 'numpy.float64'> -2.174759027271533 0.0
<class 'numpy.float64'> -1.659079289369032 0.0
<class 'numpy.float64'> -2.40215782938145 0.0
<class 'numpy.float64'> -1.2560645144436353 0.0
<class 'numpy.float64'> -2.1973402684671997 0.0
<class 'numpy.float64'> -2.4435337821537915 0.0
<class 'numpy.float64'> -2.4368234749437634 0.0
<class 'numpy.float64'> -2.015717540311641 0.0
<class 'numpy.float64'> -1.9712929607101444 0.0
<class 'numpy.float64'> -1.925315535511828 0.0
<class 'numpy.float64'> -1.8780496301178289 0.0
<class 'numpy.float64'> -1.2843835367465022 0.0
<class 'numpy.float64'> -1.0993790952550728 0.0
<class 'numpy.float64'> -1.3470510331349317 0.0
<class 'numpy.float64'> -2.0041360873267693 0.0
<class 'numpy.float64'> -1.4654177606168446 0.0
<class 'numpy.float64'> -2.060188065118892 0.0
<class 'numpy.float64'> -1.1143200532994786 0.0
<class 'numpy.float64'> 1.0224633265672025 0.0
<class 'numpy.float64'> -0.9152619981565795 0.0
<class 'numpy.float64'> -1.6226733156916555 0.0
<class 'numpy.float64'> -0.8830777400637533 0.0
<class 'numpy.float64'> -1.0455534769533017 0.0
<class 'numpy.float64'> 1.1016608788814721 0.0
<class 'numpy.float64'> 4.728728966030315 0.0
<class 'numpy.float64'> -0.6145893678159087 0.0
<class 'numpy.float64'> 4.647307196926374 0.0
<class 'numpy.float64'> 3.7703399192228746 0.0
<class 'numpy.float64'> -0.9222172644294915 0.0
<class 'numpy.float64'> -0.874624545423984 0.0
<class 'numpy.float64'> -0.2620774917289441 0.0
<class 'numpy.float64'> -1.2442400132005094 0.0
<class 'numpy.float64'> 2.7582996027807782 0.0
<class 'numpy.float64'> -1.3487601517019232 0.0
<class 'numpy.float64'> -1.574824659024215 0.0
<class 'numpy.float64'> -0.3515432130696172 0.0
<class 'numpy.float64'> 1.7479910434353882 0.0
<class 'numpy.float64'> 1.8410738739471924 0.0
<class 'numpy.float64'> -0.06855094290619831 0.0
<class 'numpy.float64'> 0.04252495340736687 0.0
<class 'numpy.float64'> 0.4091933489073949 0.0
<class 'numpy.float64'> -0.7556355878967043 0.0
<class 'numpy.float64'> 0.38904221887764945 0.0
<class 'numpy.float64'> -0.011622282449252452 0.0
<class 'numpy.float64'> 0.01698461987035671 0.0
<class 'numpy.float64'> 0.6610631637997824 0.0
<class 'numpy.float64'> 0.2778798770322055 0.0
<class 'numpy.float64'> 0.8748334915742089 0.0
<class 'numpy.float64'> 3.796751726736102 0.0
<class 'numpy.float64'> 0.3821034083342738 0.0
<class 'numpy.float64'> 0.9191335284249373 0.0
<class 'numpy.float64'> 0.5135027260888592 0.0
<class 'numpy.float64'> 2.9026122326471695 0.0
<class 'numpy.float64'> 0.29141934849502604 0.0
<class 'numpy.float64'> 2.277862132182645 0.0
<class 'numpy.float64'> -0.8080743010154083 0.0
<class 'numpy.float64'> -1.295474078234405 0.0
<class 'numpy.float64'> -0.9468797702763811 0.0
<class 'numpy.float64'> -1.120029029285347 0.0
<class 'numpy.float64'> 12.637515214555389 0.0
<class 'numpy.float64'> 13.020143626218584 0.0
<class 'numpy.float64'> -100.0 1.0
Total T: 258 Episode Num: 3 Episode T: 75 Reward: -102.021
<class 'numpy.float64'> 1.1552537236780438 0.0
<class 'numpy.float64'> 1.1978717468225284 0.0
<class 'numpy.float64'> -2.491636022986614 0.0
<class 'numpy.float64'> 1.19714926315919 0.0
<class 'numpy.float64'> 1.926324086514229 0.0
